customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Prob,Churn_Predicted
8972-HJWNV,Female,Yes,Yes,No,7,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,Yes,0.879289869680879,Yes
3274-NSDWE,Female,No,No,No,68,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),19.6,1441.65,No,0.0070097987328768,No
2632-IVXVF,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,No,0.0795495985516963,No
3692-JHONH,Female,Yes,Yes,No,52,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,One year,Yes,Electronic check,106.5,5621.85,No,0.6071199629740652,Yes
8915-NNTRC,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No/No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,No,0.0595717515729072,No
5914-GXMDA,Female,No,Yes,No,32,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,19.3,593.2,No,0.0846477841159792,No
7463-IFMQU,Female,No,Yes,No,72,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,No,0.0072011892975857,No
2920-RNCEZ,Male,No,Yes,Yes,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Credit card (automatic),69.95,69.95,No,0.7671467506267381,Yes
2541-YGPKE,Male,No,Yes,Yes,42,Yes,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,One year,No,Credit card (automatic),63.7,2763.35,No,0.0794566670295827,No
8515-OCTJS,Female,No,No,No,25,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Credit card (automatic),24.75,692.1,Yes,0.0359689489726448,No
5382-TEMLV,Male,No,No,No,45,Yes,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,No,0.3014418466301331,No
3441-CGZJH,Female,No,Yes,Yes,43,No,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.4,2640.55,No,0.0918231311308518,No
9592-ERDKV,Male,No,Yes,No,37,Yes,Yes,DSL,Yes,No/No internet service,Yes,No/No internet service,Yes,Yes,One year,No,Mailed check,79.25,2911.8,No,0.3118521085852225,No
2860-RANUS,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes,0.7702472382911746,Yes
5261-QSHQM,Female,No,No,No,4,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,24.45,86.6,Yes,0.6743653475349811,Yes
4778-IZARL,Male,No,Yes,No,63,Yes,No/No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,No,0.0681180942707041,No
0432-CAJZV,Male,No,No,No,3,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,No,0.8480515167074899,Yes
7008-LZVOZ,Male,No,Yes,Yes,66,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Credit card (automatic),25.3,1672.35,No,0.0124792220255672,No
8868-WOZGU,Male,No,No,No,28,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes,0.8529505341288752,Yes
1200-TUZHR,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,No,Electronic check,85.2,695.75,No,0.8409349949141249,Yes
9365-CSLBQ,Male,No,No,Yes,71,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,24.35,1654.6,No,0.0104740537411737,No
1334-FJSVR,Male,No,No,No,1,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,0.6959059746349847,Yes
5884-FBCTL,Female,No,Yes,Yes,72,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,No,0.0089965676227898,No
7130-CTCUS,Male,Yes,Yes,No,16,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,No,0.4055639997543899,No
6242-FEGFD,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,Two year,No,Mailed check,96.6,6424.25,No,0.0436184118161095,No
7625-XCQRH,Female,No,No,No,11,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,76.5,837.95,Yes,0.8413855476862065,Yes
6194-HBGQN,Male,No,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No/No internet service,One year,Yes,Credit card (automatic),81.15,4126.2,No,0.0993088830792699,No
7634-WSWDB,Female,No,No,Yes,8,No,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,No,0.5570832963432097,Yes
6986-IXNDM,Male,No,No,No,14,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,No,0.8882565315054685,Yes
1731-TVIUK,Female,No,No,No,4,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,0.7565287464348749,Yes
2987-BJXIK,Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No/No internet service,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,No,0.0625638022506847,No
9769-TSBZE,Female,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,Two year,No,Electronic check,66.0,4891.5,No,0.0193636028913017,No
0406-BPDVR,Female,Yes,Yes,No,54,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,0.4107245790061568,No
0618-XWMSS,Male,No,No,Yes,28,Yes,No/No phone service,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes,0.5319169927913513,Yes
1395-WSWXR,Male,No,No,No,24,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,20.75,487.05,No,0.0457291265710718,No
6023-GSSXW,Female,No,Yes,No,69,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,No,0.0487587150455447,No
6752-APNJL,Male,No,Yes,Yes,42,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,54.5,2301.15,No,0.2294695429010847,No
5276-KQWHG,Female,Yes,No,No,2,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,0.8446605526248901,Yes
0420-HLGXF,Female,Yes,No,No,39,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,No,0.8655181866445351,Yes
7446-KQISO,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No,0.1990116743674459,No
9823-EALYC,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No/No internet service,Two year,Yes,Bank transfer (automatic),80.85,5727.45,No,0.0295266966865788,No
0582-AVCLN,Female,No,No,No,38,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,20.3,743.05,No,0.0280078785075658,No
5803-NQJZO,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No,0.0175075014316169,No
2565-JSLRY,Male,No,No,No,1,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,0.5334893561917814,Yes
2607-DHDAK,Male,No,Yes,Yes,72,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,No,0.008122891003906,No
1073-XXCZD,Male,No,Yes,No,55,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,No,0.0162035174703608,No
0743-HRVFF,Female,No,Yes,Yes,51,No,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,No,0.2019180996375685,No
4006-HKYHO,Male,No,No,No,63,Yes,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.7,5309.5,No,0.0437993282995717,No
3727-JEZTU,Female,No,No,No,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,20.4,20.4,No,0.4338227901124987,No
8143-ETQTI,Female,No,Yes,Yes,23,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,Yes,Mailed check,19.65,451.55,No,0.06145987455338,No
6689-KXGBO,Female,No,No,No,1,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,50.55,50.55,Yes,0.6755695797552229,Yes
9667-TKTVZ,Female,No,No,No,2,Yes,Yes,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,54.35,117.05,No,0.6692037777986168,Yes
3657-COGMW,Female,Yes,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,No,0.4801425297385964,No
8570-KLJYJ,Female,No,No,No,36,Yes,Yes,DSL,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,54.45,1893.5,No,0.1676110768653856,No
7754-IXRMC,Female,No,No,No,1,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,45.35,45.35,No,0.7056730494652695,Yes
9473-CBZOP,Female,No,No,No,28,Yes,Yes,DSL,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,59.0,1654.45,No,0.2269901312656327,No
2969-WGHQO,Female,No,Yes,Yes,7,Yes,No/No phone service,DSL,Yes,Yes,Yes,No/No internet service,Yes,No/No internet service,One year,No,Electronic check,69.45,477.05,No,0.3387490484770381,No
6615-NGGZJ,Male,No,No,No,14,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Yes,0.8619246130697059,Yes
4334-HOWRP,Male,Yes,Yes,No,72,No,No/No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.95,4546.0,No,0.0129235550951382,No
4255-DDUOU,Female,No,Yes,Yes,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,0.5111070757966382,Yes
5863-OOKCL,Female,No,No,No,10,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,18.85,163.2,No,0.3475675566687615,No
1686-STUHN,Male,No,No,No,42,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,No,Bank transfer (automatic),19.8,849.9,No,0.0528788811264876,No
1329-VHWNP,Female,No,No,No,7,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),25.05,189.95,No,0.4955407092730357,No
2984-MIIZL,Male,No,No,No,4,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,0.8069226856434943,Yes
0266-GMEAO,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,No,0.0715881624596747,No
5590-YRFJT,Female,No,Yes,No,20,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,24.45,482.8,Yes,0.5456059697372047,Yes
5574-NXZIU,Male,No,No,No,63,Yes,No/No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,No,0.0537022283318629,No
0019-GFNTW,Female,No,No,No,56,No,No/No phone service,DSL,Yes,Yes,Yes,Yes,No/No internet service,No/No internet service,Two year,No,Bank transfer (automatic),45.05,2560.1,No,0.0083489549998858,No
4256-ZWTZI,Female,No,No,Yes,5,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,51.0,286.8,No,0.6318126463085525,Yes
8309-PPCED,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,No,0.1479774373950613,No
4098-NAUKP,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,84.65,5683.6,No,0.5632639707512639,Yes
5196-WPYOW,Male,No,Yes,Yes,67,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,One year,No,Mailed check,60.05,3994.05,No,0.0339345264028489,No
4608-LCIMN,Male,No,Yes,Yes,8,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),44.65,369.15,No,0.6162997903419458,Yes
1485-YDHMM,Male,No,Yes,Yes,52,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,No,0.4576005257242823,No
4054-CUMIA,Female,No,Yes,Yes,18,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,20.25,401.95,No,0.3658953349825728,No
0603-TPMIB,Female,No,Yes,Yes,59,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,25.45,1534.05,No,0.0167551831964141,No
2525-GVKQU,Female,No,No,No,60,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,20.6,1093.0,No,0.0129612794820825,No
8161-QYMTT,Male,No,No,No,7,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,No,0.9035419315950266,Yes
9581-GVBXT,Male,No,Yes,Yes,59,No,No/No phone service,DSL,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,One year,No,Mailed check,34.8,1980.3,No,0.0480055459982473,No
5862-BRIXZ,Male,No,No,No,46,No,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,No,0.0409649147385392,No
5404-GGUKR,Male,No,No,No,5,Yes,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,51.35,262.3,No,0.721286288026013,Yes
3308-JSGML,Male,Yes,Yes,No,59,No,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,No,0.0281815082445322,No
2126-GSEGL,Female,No,Yes,No,70,Yes,Yes,DSL,No/No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,No,0.0741707811652428,No
3677-TNKIO,Female,No,No,No,14,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Credit card (automatic),71.0,914.0,Yes,0.709601285820457,Yes
0440-QEXBZ,Female,No,No,No,44,Yes,Yes,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Mailed check,50.15,2139.1,No,0.5175041516075751,Yes
2434-EEVDB,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Two year,Yes,Credit card (automatic),94.6,5948.7,No,0.1106970127899388,No
6762-QVYJO,Female,No,Yes,Yes,58,No,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,No,0.0261121251394835,No
6199-IWKGC,Female,Yes,Yes,No,46,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Yes,One year,No,Electronic check,100.25,4753.85,No,0.4461025739403484,No
2675-DHUTR,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,No,0.736869497844532,Yes
8152-VETUR,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,No,0.139509678562551,No
9667-EQRXU,Female,Yes,No,No,30,No,No/No phone service,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,0.5839659354343996,Yes
7446-YPODE,Male,Yes,No,No,11,Yes,Yes,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),60.25,662.95,No,0.4046685716870747,No
9522-BNTHX,Female,Yes,No,No,34,No,No/No phone service,DSL,No/No internet service,Yes,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,No,0.5653243294908274,Yes
4676-WLUHT,Male,No,No,No,54,No,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,No,0.0176707149495842,No
3329-WDIOK,Female,No,No,No,3,No,No/No phone service,DSL,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,0.7285440571427483,Yes
7980-MHFLQ,Female,No,Yes,Yes,72,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,24.9,1859.2,No,0.0106861690021934,No
2873-ZLIWT,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,84.85,3303.05,Yes,0.6465110291371488,Yes
3415-TAILE,Female,No,Yes,Yes,2,Yes,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Yes,0.7965090049825813,Yes
0757-WCUUZ,Male,No,Yes,Yes,54,Yes,Yes,DSL,No/No internet service,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Two year,No,Credit card (automatic),63.35,3409.1,No,0.0871748275988487,No
1629-DQQVB,Female,No,No,No,14,Yes,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Bank transfer (automatic),50.1,709.5,No,0.4260887788771296,No
1915-IOFGU,Female,No,No,No,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,70.5,70.5,Yes,0.8074534814705956,Yes
3045-XETSH,Female,No,No,No,10,Yes,Yes,Fiber optic,No/No internet service,Yes,Yes,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,0.8510664193064519,Yes
0374-AACSZ,Female,No,No,No,1,Yes,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Electronic check,50.15,50.15,No,0.6052132556273065,Yes
7239-HZZCX,Male,No,No,No,1,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,0.4297921846479687,No
4872-VXRIL,Male,No,No,No,56,Yes,Yes,DSL,Yes,Yes,No/No internet service,Yes,No/No internet service,No/No internet service,One year,Yes,Bank transfer (automatic),64.65,3665.55,No,0.0605493070673751,No
9140-CZQZZ,Female,No,Yes,No,68,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.6,5515.8,No,0.0318939571867714,No
3423-HHXAO,Female,No,Yes,Yes,14,Yes,No/No phone service,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,One year,Yes,Mailed check,19.5,272.0,No,0.1936689543645939,No
9938-TKDGL,Male,No,Yes,Yes,68,Yes,No/No phone service,Fiber optic,Yes,No/No internet service,No/No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,99.55,6668.0,No,0.109047994737319,No
0531-ZZJWQ,Male,Yes,Yes,No,55,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,74.0,4052.4,No,0.642490986553181,Yes
6537-QLGEX,Female,No,No,No,16,No,No/No phone service,DSL,Yes,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,38.9,664.4,No,0.4993439674848764,No
2688-BHGOG,Male,Yes,No,No,9,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,No,0.8578257545105139,Yes
7683-CBDKJ,Male,No,Yes,Yes,14,Yes,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,0.5871997998394691,Yes
0946-CLJTI,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,0.8150047451855904,Yes
3160-TYXLT,Male,No,No,No,53,No,No/No phone service,DSL,Yes,Yes,No/No internet service,No/No internet service,No/No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,No,0.1587183280867296,No
1325-USMEC,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No/No internet service,Yes,No/No internet service,Two year,Yes,Credit card (automatic),99.35,6944.5,No,0.0809930920400767,No
0916-QOFDP,Female,Yes,Yes,Yes,14,Yes,Yes,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,No,0.8954528221025432,Yes
0628-CNQRM,Male,No,Yes,Yes,22,Yes,No/No phone service,DSL,Yes,No/No internet service,Yes,Yes,Yes,No/No internet service,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,0.205900835518801,No
5606-AMZBO,Female,No,Yes,No,10,Yes,Yes,Fiber optic,Yes,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Credit card (automatic),78.15,765.15,No,0.6107632133993574,Yes
6199-IPCAO,Female,No,Yes,Yes,29,Yes,Yes,No,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Two year,No,Mailed check,26.1,692.55,No,0.0449542234074361,No
7665-TOALD,Female,No,No,No,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,0.8479974427949892,Yes
0112-QWPNC,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No/No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,0.2006479777294021,No
0324-BRPCJ,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No/No internet service,Yes,No/No internet service,No/No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,0.7124511768855287,Yes
2777-PHDEI,Female,No,No,No,1,Yes,No/No phone service,Fiber optic,No/No internet service,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Month-to-month,No,Electronic check,78.05,78.05,Yes,0.8353964163219151,Yes
5640-CAXOA,Female,No,No,No,30,No,No/No phone service,DSL,No/No internet service,No/No internet service,No/No internet service,Yes,No/No internet service,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,No,0.1348142548673988,No
2235-EZAIK,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No/No internet service,Two year,No,Credit card (automatic),79.2,5401.9,No,0.016400150789783,No
